,Publication.Link,Title,Cited.By,Cited.By.Link,X_LLM_Title,X_LLM_Journal,X_LLM_Publisher,X_LLM_Year,X_LLM_Authors,X_LLM_Affiliations,X_LLM_Abstract,X_LLM_Keywords,X_LLM_Funders,X_LLM_Study_Area,X_LLM_Methods,child_authors_and_venue,child_year_guess,child_snippet,child_pdf_link,child_position,X_LLM_SourceUsed,X_LLM_DOI,X_LLM_Authors_Clean,X_LLM_Authors_IDs,X_LLM_Authors_Parsed,Publisher,pub_id,parent_pub_id,count_authors,count_authors_parsed,count_author_ids,Notes,NEW_AUTHORS
37,https://www.sciencedirect.com/science/article/pii/S2666821124000978,Exploring lithium extraction technologies in oil and gas field-produced waters: from waste to valuable resource,8,"https://scholar.google.com/scholar?cites=3028112864088761771&as_sdt=2005&sciodt=0,5&hl=en&num=20",Exploring lithium extraction technologies in oil and gas field-produced waters: from waste to valuable resource,NA,Elsevier,2024,K Karuppasamy; A Mayyas; E Alhseinat,NA,The massive development of electric vehicles and consumer electronic industries has recently escalated the demand for lithium supply and price worldwide. Since lithium is the …,Lithium; OGPWs; recovery technologies; hybrid technologies,NA,NA,review; detailed analysis,"K Karuppasamy, A Mayyas, E Alhseinat… - Chemical Engineering …, 2024 - Elsevier",2024,The massive development of electric vehicles and consumer electronic industries has recently escalated the demand for lithium supply and price worldwide. Since lithium is the …,NA,1,FromColumns,10.1016/j.ceja.2024.100680,"Karuppasamy, K.; Mayyas, A.; Alhseinat, E.",765; 23,"Mayyas, A.; Alhseinat, E.",Elsevier,269,51,3,2,2,Parsed field lost new author and both fields were missing another 2 new authors,K. Karuppasamy; Haitem Hassan-Beck; Akram Alfantazi
38,https://www.osti.gov/biblio/1595955,The Application of Current Mineral Processing and Extractive Metallurgy Technologies to Potential Rare Earth Ores in the US Coal Measures: Near-Term …,8,"https://scholar.google.com/scholar?cites=9531568353230350125&as_sdt=5,44&sciodt=0,44&hl=en&num=20",Potential for Mineral Processing and Extractive Metallurgy Technologies to Produce Separated Rare Earth Compounds from U.S. Coal and Coal Byproducts,NA,NA,NA,"PL Rozelle, TJ Tarka, N Mamula","Leonardo Technologies, Inc., St. Clairsville, OH (United States); National Energy Technology Laboratory (NETL), Pittsburgh, PA, Morgantown, WV (United States)","This report will consider the potential for currently available mineral processing and extractive metallurgy technologies to produce separated rare earth compounds from U.S. coal and coal byproducts. Implementation of production as such would require restoration of elements of the rare earth value chain that have recently been absent in the U.S., notably for chemical extraction of rare earth compounds from the mineral form (i.e. hydrometallurgical extraction). A variety of existing technologies are available for use in both mineral processing and extractive metallurgy applied to RE production in the U.S. As will be discussed, once a mineral concentrate is produced, the contained rare earth value can be large compared with transportation costs, and the sections of the value chain dealing with chemical extraction (the largest cost) and separation into individual rare earth compounds can be remotely located. Also, as will be discussed, this has been the rule rather than exception in the history of the rare earth industry in the U.S. A strategy, possibly to include repurposing of existing metallurgical processing facilities, will be presented for near-term production, using a decentralized set of facilities. Also presented will be research results from the Office of Fossil Energy (FE) and the National Energy Technology Laboratory (NETL), within the U.S. Department of Energy, relevant to economic feasibility of rare earth production, notably from the standpoint of establishing which materials are capable of providing economic production. Simple methodologies are presented for both establishment of cutoff grades and economic evaluation of a process. The goal of this report is to present an overview of methods and pathways that will result in 'the achievement of near-term rare earth production, using currently available technologies to produce a mixed, chemical extracted rare earth concentrate, and existing and new facilities to produce separated rare earths that can 'plug in' to the metals and magnet production facilities.' A set of recommendations appears at the end of this work, involving both research and project development activities which will enable the achievement of this noble goal.",NA,NA,NA,NA,"PL Rozelle, TJ Tarka, N Mamula - 2019 - osti.gov",2019,This report will consider the potential for currently available mineral processing and extractive metallurgy technologies to produce separated rare earth compounds from US coal …,https://www.osti.gov/servlets/purl/1595955,11,URL:html,NA,"PL Rozelle, TJ Tarka, N. Mamula",1012; 1142; 733,"Rozelle, P L; Tarka, T J; Mamula, N.",NA,270,7,1,3,3,Reviewed & OK,
39,https://www.frontiersin.org/journals/climate/articles/10.3389/fclim.2024.1346117/full,A tool for assessing the sensitivity of soil-based approaches for quantifying enhanced weathering: a US case study,8,"https://scholar.google.com/scholar?cites=10753772477966838089&as_sdt=5,48&sciodt=0,48&hl=en&num=20",Solid-phase mass balance approaches for estimating rock weathering rates in enhanced weathering deployments,Frontiers in Climate,Frontiers,2024,"TJ Suhrhoff, T Reershemius, J Wang, JS Jordan…",NA,"Enhanced weathering (EW) of silicate rocks spread onto managed lands as agricultural amendments is a promising carbon dioxide removal (CDR) approach. However, there is an obvious need for the development of tools for Measurement, Reporting, and Verification (MRV) before EW can be brought to scale. Shifts in the concentration of mobile elements measured in the solid phase of soils after application of EW feedstocks can potentially be used to track weathering and provide an estimate of the initial carbon dioxide removal of the system. To measure feedstock dissolution accurately it is necessary to control for the amount of feedstock originally present in the sample being analyzed. This can be achieved by measuring the concentration of immobile detrital elements in soil samples after feedstock addition. However, the resolvability of a signal using a soil mass balance approach depends on analytical uncertainty, the ability to accurately sample soils, the amount of feedstock relative to the amount of initial soil in a sample, and on the fraction of feedstock that has dissolved. Here, we assess the viability of soil-based mass-balance approaches across different settings. Specifically, we define a metric for tracer-specific resolvability of feedstock mass addition (φ) and calculate the feedstock application rates (a) and dissolution fractions (b) required to resolve EW. Applying calculations of a, b, and φ to a gridded soil database from the contiguous USA in combination with known compositions of basalt and peridotite feedstocks demonstrates the importance of adequately capturing field heterogeneity in soil elemental concentrations. While EW signals should be resolvable after ~1–3 years of basalt feedstock addition at common application rates for most agricultural settings with adequate sampling protocols, resolving EW in the field is likely to be challenging if uncertainties in tracer concentrations derived from field-scale heterogeneity and analytical error exceed 10%. Building from this framework, we also present a simple tool for practitioners to use to assess the viability of carrying out soil-based EW MRV in a deployment-specific context.",NA,NA,contiguous USA,solid-phase mass balance approaches; theoretical mixing model; aggregated analytical and sampling uncertainty,"TJ Suhrhoff, T Reershemius, J Wang, JS Jordan… - Frontiers in …, 2024 - frontiersin.org",2024,"Enhanced weathering (EW) of silicate rocks spread onto managed lands as agricultural amendments is a promising carbon dioxide removal (CDR) approach. However, there is an …",https://www.frontiersin.org/journals/climate/articles/10.3389/fclim.2024.1346117/pdf,2,URL:html,10.3389/fclim.2024.1346117,"TJ Suhrhoff, T. Reershemius, J. Wang, JS Jordan…",1125; 984; 1213; 589,"Suhrhoff, T J; Reershemius, T.; Wang, J.; Jordan, J S",Frontiers,274,1,1,4,4,Both fields were missing 2 new authors,"Reinhard, Christopher T.; Planavsky, Noah J. "
40,https://www.nature.com/articles/s41598-020-61089-w,Two-step extinction of Late Cretaceous marine vertebrates in northern Gulf of Mexico prolonged biodiversity loss prior to the Chicxulub impact,8,"https://scholar.google.com/scholar?cites=15536660014786575085&as_sdt=5,40&sciodt=0,40&hl=en&num=20",Extinction Patterns of Late Cretaceous Marine Vertebrates from Northern Gulf of Mexico,NA,NA,NA,"T Ikejiri, YH Lu, B Zhang",Alabama in the Southeastern U.S.A,"Recent studies on mass extinctions are often based on the global fossil record, but data from selected paleogeographic regions under a relatively constant paleoenvironmental setting can also provide important information. Eighty-nine marine vertebrate species, including cartilaginous and bony fish and marine reptiles, from northern Gulf of Mexico – located about 500 km from the Chicxulub crater – offer a unique opportunity to determine an extinction process during the last 20 million years of the Late Cretaceous. Our diversity data show two separate extinction events: (i) the ‘Middle Campanian Crisis’ (about 77 Mya) and (ii) the end-Maastrichtian (66 Mya) events. Whether this stepwise pattern of extinctions occurred locally or globally cannot be determined at present due to the lack of a dataset of the marine vertebrate record for reliable comparison. However, this stepwise pattern including the Middle Campanian and end-Maastrichtian events for, at least, a 13 million-year interval indicates long-term global marine environmental changes (e.g., regression, ocean water chemistry change). Because most Cretaceous marine vertebrates already disappeared in the Gulf of Mexico prior to the latest Maastrichtian, the Chicxulub Impact may not be considered as the most devastating extinction event for the community.",NA,NA,northern Gulf of Mexico,species counts; percentages; three types of rates; biostratigraphic occurrence analysis; Shareholder Quorum Subsampling,"T Ikejiri, YH Lu, B Zhang - Scientific Reports, 2020 - nature.com",2020,"Recent studies on mass extinctions are often based on the global fossil record, but data from selected paleogeographic regions under a relatively constant paleoenvironmental setting …",https://www.nature.com/articles/s41598-020-61089-w.pdf,11,URL:html,NA,"T Ikejiri, YH Lu, B. Zhang",551; 719; 1303,"Ikejiri, T.; Lu, Y H; Zhang, B.",NA,276,1,1,3,3,Reviewed & OK,
41,https://carleton.scholaris.ca/bitstreams/eeee046e-7229-4293-9433-b2d52bef3f3a/download,Testing the paleogeography of late Archean supercraton Superia using pre-breakup 2.51-1.98 Ga dyke and sill provinces–with a focus on the relationship …,7,"https://scholar.google.com/scholar?cites=18082656759144228291&as_sdt=5,40&sciodt=0,40&hl=en&num=20",Testing the paleogeography of late Archean supercraton Superia using pre-breakup 2.51-1.98 Ga dyke and sill provinces – with a focus on the relationship between the Karelia-Kola and Superior cratonic fragments,NA,NA,2019,"Sarah Carolina Davey (Ottawa-Carleton Geoscience Centre, Carleton University)","Ottawa-Carleton Geoscience Centre, Carleton University","Archean cratons are dispersed crustal fragments derived from larger ancestral landmasses. Their individual and combined study in paleogeographic reconstructions reveal details relevant to understanding larger Archean tectonic systems. Canada’s Superior craton is considered the central piece of the late Archean Superia supercraton paleogeographic reconstruction that also includes the Karelia-Kola (Finland/Russia), Wyoming (USA), and Hearne (Canada) cratons. The relationship between Superior and Karelia-Kola is of interest because the position of the Karelia-Kola craton within the context of the Superia reconstruction is not fully resolved. Dyke swarm correlations based on age and geometry indicate that Karelia-Kola and Superior were ‘nearest-neighbours’, yet paleomagnetic studies disagree. However, these data are complicated due to multiple metamorphic overprints, and are limited by a lack of high-precision U-Pb ages. The focus of this study is to test the correlation between the Karelia-Kola and Superior cratons by integrating U-Pb geochronology, whole-rock major, trace element and Sm-Nd isotope geochemistry, and dyke swarm geometry. These methods confirm the occurrence of sharply timed large igneous provinces (LIP) in Karelia-Kola correlated to Superior using geochronology, test whether the magmas were from a common source, and refine the paleogeographic Superia reconstruction by incorporating regional dyke trends.",NA,Collaborative Research and Development (CRD) Grant,Karelia-Kola (Finland/Russia) and Superior (Canada),U-Pb geochronology; whole-rock major and trace element geochemistry; Sm-Nd isotope geochemistry; dyke swarm geometry,S Davey - 2020 - carleton.scholaris.ca,2020,Their individual and combined study in paleogeographic reconstructions reveal details relevant to understanding larger Archean tectonic systems. Canada's Superior craton is …,https://carleton.scholaris.ca/bitstreams/eeee046e-7229-4293-9433-b2d52bef3f3a/download,15,URL:pdf,NA,"Davey, S. C.",265,"Davey, S C",NA,285,1,1,0,0,"Parsed field lost existing author 265 (Davey, S C)",
42,https://www.sciencedirect.com/science/article/pii/S2772883824000736,Critical metals: Their mineral systems and exploration,7,"https://scholar.google.com/scholar?cites=6087594754770254390&as_sdt=400005&sciodt=0,14&hl=en&num=20",Critical metals: Their mineral systems and exploration,NA,Elsevier,2025,D Müller; DI Groves; M Santosh; CX Yang,NA,Complex geological formation processes under a variety of tectonic regimes have led to a heterogeneous global distribution of the critical metal resources that will be increasingly in …,NA,NA,NA,NA,"D Müller, DI Groves, M Santosh, CX Yang - Geosystems and …, 2025 - Elsevier",2025,Complex geological formation processes under a variety of tectonic regimes have led to a heterogeneous global distribution of the critical metal resources that will be increasingly in …,NA,1,FromColumns,10.1016/j.geogeo.2024.100323,"Müller, D.; Groves, D. I.; Santosh, M.; Yang, C. X.",805; 441; 1277,"Müller, D.; Groves, D I; Yang, C X",Elsevier,286,31,4,3,3,Parsed field lost 1 new author,"Santosh, M."
43,https://www.sciencedirect.com/science/article/pii/S0304386X23002323,Selective removal of Fe impurities in the recovery of rare earth elements from carbonatite tailings using chemical routes,7,"https://scholar.google.com/scholar?cites=14133966963584415364&as_sdt=5,25&sciodt=0,25&hl=en&num=20",Impact of alkali roasting and leaching conditions on the recovery of rare earth elements from iron-rich mine tailings: A study using deep eutectic solvents,Process Safety and Environmental Protection,NA,2025,"SK Sarker, M Pownceby, S Yadav, W Bruckard…",NA,"Reprocessing of mine tailings has gained significant attention as a sustainable approach for recovering critical minerals, including rare earth elements (REEs). While hydrometallurgical methods using mineral acids are widely studied and recognized as effective, their environmental impact remains a major concern. This study explores deep eutectic solvents (DESs) as eco-friendly alternatives for recovering REEs from Fe-rich Australian tailings. Six different DES formulations were evaluated for their leaching efficiency, and the impact of alkali roasting on recovery efficiency was assessed. Additionally, the performance of the most effective DES was compared against the commonly used mineral acids—H₂SO₄, HCl, and HNO₃. The findings identified alkali roasting with KOH at 250 °C for 30 minutes, followed by leaching with a DES composed of choline chloride (ChCl) and p-toluenesulfonic acid (PTSA) in a 2:1 molar ratio, as the most efficient approach. This method achieved up to 95 % leaching efficiency for total rare earth elements (TREEs) and Fe, along with 94 % material dissolution—significantly outperforming other DES formulations and the three mineral acids. The superior performance of the ChCl:PTSA was attributed to KOH roasting, which enhanced REEs liberation by breaking down complex mineral matrices into simpler oxides. Furthermore, KOH roasting required less energy than conventional roasting due to its lower temperature and shorter duration. The DES-based leaching process using ChCl:PTSA offered a promising green alternative for REEs recovery from Fe-rich tailings, providing high efficiency under mild operating conditions while reducing environmental impact.",NA,NA,Australia,deep eutectic solvents; alkali roasting; leaching efficiency evaluation,"SK Sarker, M Pownceby, S Yadav, W Bruckard… - Hydrometallurgy, 2024 - Elsevier",2024,The increasing demand for rare earth elements (REEs) has led to the exploration of mining tailings as a potential secondary source. This study offers novel insights into the recovery of …,NA,16,URL:html,NA,"SK Sarker, M. Pownceby, S. Yadav, W. Bruckard…",1026; 951; 1275; 167,"Sarker, S K; Pownceby, M.; Yadav, S.; Bruckard, W.",NA,289,3,1,4,4,Both fields were missing 3 new authors,"Haque, Nawshad; Singh, Nahar; Pramanik, Biplob Kumar"
44,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003001317-4/development-mineral-supply-demand-1950-2020-mark-burnett-steven-zhang-yousef-ghorbani-julie-bourdeau-benedikt-steiner-james-barnet-glen-nwaila,Development of mineral supply and demand from 1950 to 2020: Cold War and consumerism,7,"https://scholar.google.com/scholar?cites=16221551777377588105&as_sdt=2005&sciodt=0,5&hl=en&num=20",Development of mineral supply and demand from 1950 to 2020,NA,Informa UK Limited,2025,"M Burnett, SE Zhang, Y Ghorbani…",NA,"The supply and demand of minerals from 1950 to 2020 is examined by focusing on known causal relationships and historical drivers such as the Cold War, and how these have impacted the supply and demand of minerals. The complex, and often fascinating, events that have influenced supply and demand in the minerals market, including geopolitics, environmental policy, high-tech modernization, and the COVID-19 pandemic are reviewed. The examples we provide, focus on the primary consumers in the minerals market, including America, the European Union (EU), and the BRICS (Brazil, Russia, India, China, and South Africa) nations. Fundamental drivers such as sustainability, national defence, and technology are also discussed. This chapter begins with an integrated highlight of the major developments from 1950 to 2020 and then expands on the subject matter in a decadal fashion, providing additional context and detail on the forces and events which have influenced mineral supply and consumption trends.",NA,NA,NA,NA,"M Burnett, SE Zhang, Y Ghorbani… - … Handbook of the …, 2022 - taylorfrancis.com",2022,"The supply and demand of minerals from 1950 to 2020 is examined by focusing on known causal relationships and historical drivers such as the Cold War, and how these have …",NA,12,URL:html,NA,"M Burnett, SE Zhang, Y. Ghorbani…",174; 1309; 413; 135; 883,"Burnett, M.; Zhang, S E; Ghorbani, Y.; Bourdeau, J E; Nwaila, G T",Informa UK Limited,290,3,1,3,3,"Both fields were missing existing authors 135 (Bourdeau, J E); 883 (Nwaila, G T) and 2 new authors","Steiner, Benedikt M.; Barnet, James S.K."
45,https://www.sciencedirect.com/science/article/pii/S0191814123000822,Automated extraction of orientation and stratigraphic thickness from geological maps,6,"https://scholar.google.com/scholar?cites=241491997774600488&as_sdt=400005&sciodt=0,14&hl=en&num=20",Automated extraction of orientation (dip direction/dip) and stratigraphic thickness from geological maps.,NA,NA,NA,"L Nibourel, J Morgenthaler, S Grazioli…",NA,NA,NA,NA,NA,Automated extraction; Validation with independent thickness data; Numeric parameter evaluation; Objective results without manual digitisation,"L Nibourel, J Morgenthaler, S Grazioli… - Journal of Structural …, 2023 - Elsevier",2023,"Geological maps are available for almost every region of the world and, therefore, represent the most commonly used source of information for earth scientists. Advances in computing …",NA,4,URL:html,NA,"L Nibourel, J. Morgenthaler, S. Grazioli…",868; 824; 437,"Nibourel, L.; Morgenthaler, J.; Grazioli, S.",NA,291,13,1,3,3,Both fields were missing 4 new authors,"Schumacher, Isabel; Schlafli, Salome; Galfetti, Thomas; Heuberger, Stefan"
46,https://journals.sagepub.com/doi/abs/10.1080/25726838.2023.2244771,"Petrogenesis and geological implications of the trachytic rocks in the South Eastern Desert, Egypt: mineralogical, geochemical, and radioactivity insights",6,"https://scholar.google.com/scholar?cites=3103350311424086558&as_sdt=5,37&sciodt=0,37&hl=en&num=20","Petrogenesis and geological implications of the trachytic rocks in the South Eastern Desert, Egypt: mineralogical, geochemical, and radioactivity insights",NA,SAGE Publications,2023,GM Saleh; GA Mohamed,"Nuclear Materials Authority, Cairo, Egypt","The investigated Phanerozoic volcanic (Gabal Um Itly, G. El Beida, G. Um Domi and G. Um Doweila) areas in the south Eastern Desert of Egypt of the Northern Arabian-Nubian Shield …",NA,NA,NA,NA,"GM Saleh, GA Mohamed… - Applied Earth …, 2023 - journals.sagepub.com",2023,"The investigated Phanerozoic volcanic (Gabal Um Itly, G. El Beida, G. Um Domi and G. Um Doweila) areas in the south Eastern Desert of Egypt of the Northern Arabian-Nubian Shield …",NA,4,FromColumns,10.1080/25726838.2023.2244771,"Saleh, G. M.; Mohamed, G. A.",809,"Mohamed, G A",SAGE Publications,292,18,2,1,1,Parsed field lost 1 new author and both fields were missing another 1 new author,"Saleh, Gehad M.; Tohamy, Amira M. El"
47,https://www.sciencedirect.com/science/article/pii/S0378377424002890,Investigating the impact of irrigation practices on hydrologic fluxes in a highly managed river basin,6,"https://scholar.google.com/scholar?cites=9971670170107259666&as_sdt=5,49&sciodt=0,49&hl=en&num=20",Investigating the impact of irrigation practices on hydrologic fluxes in a highly managed river basin,NA,Elsevier,2024,MK Almahawis; RT Bailey; SA Abbas; JG Arnold,"Colorado State University; Grassland, Soil and Water Research Laboratory",Irrigation practices and sources can have significant impacts on water resources and the hydrologic fluxes that control these resources. To better manage water resources and future …,NA,NA,NA,surface-subsurface hydrologic model; irrigation scenarios; Morris method,"MK Almahawis, RT Bailey, SA Abbas, JG Arnold… - Agricultural Water …, 2024 - Elsevier",2024,Irrigation practices and sources can have significant impacts on water resources and the hydrologic fluxes that control these resources. To better manage water resources and future …,NA,15,FromColumns,10.1016/j.agwat.2024.108954,"Almahawis, M. K.; Bailey, R. T.; Abbas, S. A.; Arnold, J. G.",29; 70; 52; 1; 1238,"Almahawis, M K; Bailey, R T; Arnold, J G; Abbas, S.; White, M J",Elsevier,295,1,4,3,3,"Parsed field lost existing author 1 (Abbas, S.); 1238 (White, M J)",Michael J. White 
48,https://www.usgs.gov/data/national-scale-geophysical-geologic-and-mineral-resource-data-and-grids-united-states-canada,"National-scale geophysical, geologic, and mineral resource data and grids for the United States, Canada, and Australia: Data in support of the tri-national …",6,"https://scholar.google.com/scholar?cites=17208073981977393850&as_sdt=2005&sciodt=0,5&hl=en&num=20","National-scale geophysical, geologic, and mineral resource data and grids for the United States, Canada, and Australia: Data in support of the tri-national …",NA,NA,2023,AE McCafferty; CA San Juan; CJM Lawley; GE Graham,NA,NA,NA,NA,NA,NA,"AE McCafferty, CA San Juan, CJM Lawley, GE Graham… - US Geological Survey Data …, 2023",2023,NA,NA,16,FromColumns,NA,"McCafferty, A. E.; Juan, CA San; Lawley, C. J. M.; Graham, Garth E.",770; 674; 432; 1326; 388; 543; 614; 909; 930; 257,"McCafferty, Anne E.; Lawley, C J M; Graham, Garth E.; San Juan, C. A.; Gadd, M G; Huston, D L; Kelley, K.; Paradis, S.; Peter, J.; Czarnota, K.",U.S. Geological Survey,300,1,4,3,3,"Parsed field lost existing author 1326 (San Juan, C. A.) and both fields were missing existing authors 388 (Gadd, M G); 543 (Huston, D L); 614 (Kelley, K.); 909 (Paradis, S.); 930 (Peter, J.); 257 (Czarnota, K.)",
49,https://www.sciencedirect.com/science/article/pii/S2352467722001503,A techno-economic analysis framework for power system-aware co-expansion planning of integrated gas transmission networks and chemical industries toward a …,6,"https://scholar.google.com/scholar?cites=7952211067043005013&as_sdt=40005&sciodt=0,10&hl=en&num=20",Enabling digital transformation of dynamic location-inventory-routing optimization in natural gas-to-product and energy networks via a domain-adaptable ontological agent-based framework,Advanced Engineering Informatics,NA,2024,"F Babaei, RB Boozarjomehry, ZK Ravandi…",NA,"Information and Communication Technology (ICT) and Artificial Intelligence (AI) can support the transition from traditional practices toward smart supply chain (SC) coordination schemes. Such a direction allows for integrating organizational levels of natural gas transportation enterprises, comprising Location, Inventory, and Routing Problem (LIRP) decisions. Specific works have investigated the LIRP of natural gas-to-product and energy networks. However, due to the absence of a systematic ICT-assisted mindset, no study has been oriented from the perspective of the dynamic inventory management and geographic data-driven features of land resources. To handle these challenges, this study introduces a vertically-coordinated heuristic optimization framework, in the form of an autonomous multi-agent system, for the LIRP of gas transmission infrastructures as major carrier systems to supply feedstock and energy demands. Various extendable behavior classes are programmed into the framework to support automated agent specializations regarding procedural tasks of planning, transient inventory coordination, routing, and spatial data management in the specific LIRP settings. Moreover, the study develops an ontology-driven knowledge system, formally conceptualizing the intended application-level knowledge according to a general domain semantic model. Leveraging the knowledge system, the agents determine the necessary steps and suitable ready-made tools to solve the problem collaboratively. Several industrial applications showcase the capabilities of the proposed framework. The results manifest that the devised ontology automates model construction and the entire solution process while supporting agent interoperation and scaling the platform applications to emergent domains. Additionally, transient demand fluctuations, dynamic inventory levels, and topological considerations heavily influence long-term planning. Compared to existing practices, the ontology-driven multi-agent framework expounds a more realistic view of the trade-off between strategic investments and dynamic operational welfare in the gas system. Such an automated and practical methodology, in turn, realizes AI-oriented cross-functional integrations in the enhanced product and energy sector.",NA,NA,NA,autonomous multi-agent system; ontology-driven knowledge system; heuristic optimization framework,"F Babaei, RB Boozarjomehry, ZK Ravandi… - … Energy, Grids and …, 2022 - Elsevier",2022,This study conveys a novel framework for co-expansion planning of an integrated gas network and methanol plant with natural gas feedstock while enforcing power network …,NA,16,URL:html,NA,"F Babaei, RB Boozarjomehry, ZK Ravandi…",67; 133; 977,"Babaei, F.; Boozarjomehry, R B; Ravandi, Z K",NA,301,1,1,3,3,Both fields were missing 1 new authors,"Pishvaie, S.M.R."
50,https://link.springer.com/article/10.1007/s00126-023-01240-5,Hydrothermal monazite and xenotime chemistry as genetic discriminators for intrusion-related and orogenic gold deposits: implications for an orogenic origin of the …,6,"https://scholar.google.com/scholar?cites=3541407712764727417&as_sdt=5,44&sciodt=0,44&hl=en&num=20",Geochemical Discrimination of Gold Deposits Using Hydrothermal Phosphates,NA,NA,NA,"RD Taylor, GE Graham, HA Lowers",NA,"Attempts to geochemically distinguish between metamorphic-hydrothermal systems that form orogenic gold deposits and both reduced and oxidized magmatic-hydrothermal systems using isotopes or metal associations have proven ambiguous, particularly for orogenic gold and reduced intrusion-related gold systems. The absence of conclusive geochemical discriminators and the overlap in geologic characteristics have led to gold deposit models being potentially incorrectly applied, which in turn negatively affect regional mineral exploration and mine planning. In this study, in situ electron microprobe geochemical analyses of hydrothermal monazite and xenotime crystals associated with different types of gold-bearing deposits are shown to be effective geochemical discriminators. There are notable differences in mineral chemistry such as rare earth element (REE) profiles, total light REE, Dy, Er, Pr, Y, Nd/Sm, and La/Sm that distinguish monazite precipitated from metamorphic-hydrothermal fluids that form orogenic gold deposits and those precipitated from magmatic-hydrothermal fluids that form both porphyry Cu-Mo-Au and reduced intrusion-related gold deposits. Notable differences in overall xenotime abundances and concentrations of heavy REEs, Ca, and Sc are distinctive between the different deposit classes for xenotime. The origin of the controversially classified Pogo gold deposit, Tintina gold province, Alaska, which has been characterized as both a reduced intrusion-related and an orogenic gold deposit, is tested based upon the noted chemical differences associated with these hydrothermal phosphates. The findings of this study have implications for exploration and mine development in the Tintina gold province and other areas that contain deposits that are controversially classified as either orogenic or as magmatic-hydrothermal gold deposits.; Attempts to geochemically distinguish between metamorphic-hydrothermal systems that form orogenic gold deposits and both reduced and oxidized magmatic-hydrothermal systems using isotopes or metal associations have proven ambiguous, particularly for orogenic gold and reduced intrusion-related gold systems. The absence of conclusive geochemical discriminators and the overlap in geologic characteristics have led to gold deposit models being potentially incorrectly applied, which in turn negatively affect regional mineral exploration and mine planning. In this study, in situ electron microprobe geochemical analyses of hydrothermal monazite and xenotime crystals associated with different types of gold-bearing deposits are shown to be effective geochemical discriminators.",NA; geochemical discrimination; hydrothermal phosphates; gold deposits; monazite; xenotime,NA,"Tintina gold province, Alaska; Butte, Montana; Pebble, Alaska; Clear Creek, Yukon; Shotgun, Alaska; Klamath Mountains; Sierra Nevada foothills, California; Tintina gold province, Alaska; Klamath Mountains; Sierra Nevada foothills, California; Butte, Montana; Pebble, Alaska; Clear Creek, Yukon; Shotgun, Alaska",in situ electron microprobe geochemical analyses,"RD Taylor, GE Graham, HA Lowers - Mineralium Deposita, 2024 - Springer",2024,Attempts to geochemically distinguish between metamorphic-hydrothermal systems that form orogenic gold deposits and both reduced and oxidized magmatic-hydrothermal …,https://link.springer.com/content/pdf/10.1007/s00126-023-01240-5.pdf,12,URL:html,NA,"RD Taylor, GE Graham, HA Lowers",1144; 432; 709,"Taylor, Ryan; Graham, Garth E.; Lowers, H A",NA,303,4,1,3,3,Reviewed & OK,
51,https://uknowledge.uky.edu/mng_etds/60/,Oxidation pretreatment for enhanced leachability of rare earth elements from bituminous coal sources,5,"https://scholar.google.com/scholar?cites=11070597240247619042&as_sdt=5,44&sciodt=0,44&hl=en&num=20",OXIDATION PRETREATMENT FOR ENHANCED LEACHABILITY OF RARE EARTH ELEMENTS FROM BITUMINOUS COAL SOURCES,Theses and Dissertations--Mining Engineering,University of Kentucky,2021,Tushar Gupta (University of Kentucky),University of Kentucky,"Rare earth elements (REEs) are critical components in advanced electronics, clean energy technologies, and national energy and economic security. The global supply situation of these strategically valuable elements remains critical as the market is largely monopolistic. Thus, to alleviate the dependence on global imports, investments are being made in the research and development of innovative and cost-effective technologies for the indigenous processing and recovery of REEs from alternate sources that are cheap and abundant. Numerous research findings have identified potential benefits and proven the technological feasibility of extracting and selectively concentrating REEs from coal byproducts such as preparation plant rejects and acid mine drainage among other sources. Given the relatively low grades, the chemical cost associated with hydrometallurgical extraction of REEs from coal-derived feedstocks is excessively high for commercial extraction. Recent studies have been successful in increasing REE recovery and leaching kinetics by oxidation pretreatment of the coal-based feed. However, the reasons behind the positive oxidation effects have yet to be systematically studied to provide an understanding of the mineralogical changes and to utilize the knowledge for process development. Therefore, the current investigation aimed to comprehensively study the effect of oxidation parameters on the leaching characteristics of REEs contained in coal-based feedstocks. Low and high-temperature oxidation methods were evaluated and assessed to quantify their impacts on the recovery of REEs as well as the extraction of common contaminant elements (aluminum, calcium, and iron) found in a coal-derived pregnant leach solution.",NA,NA,West Kentucky No.13 (WK-13) and Fire Clay coal seams,low-temperature plasma (LTP) treatment; calcination at 600-800°C; magnetic separation; Box-Behnken design,T Gupta - 2021 - uknowledge.uky.edu,2021,"Rare earth elements (REEs) are critical components in advanced electronics, clean energy technologies, and national energy and economic security. The global supply situation of …",https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1065&context=mng_etds,14,URL:html,https://uknowledge.uky.edu/mng_etds/60,"Gupta, T. u. s. h. a. r.",NA,NA,University of Kentucky,307,7,1,0,0,Both fields were missing 1 new authors,"Gupta, Tushar"
